Time,ID, Address, FType,X,Y,Z,GWDist,Data Rate, Tx Power, Tx,CTx,UCTx, Rx,CRx,UCRx, HD-CUL,HD-UUL, TXdl,Rxdl, Rx1, Rx2, Rx1_s, Rx2_s, Rx1_dc, Rx2_dc, MaxOT, OT
3600,2,0000001|0000000000000000000000000,2,-79.7291,367.992,1,376.53,0,14,13,1,12,6,1,5,0,3,0,0,0,0,0,0,0,0
3600,3,0000001|0000000000000000000000001,4,268.802,463.394,1,535.713,0,14,8,8,0,3,3,0,1,0,3,3,0,3,0,3,0,0
3600,4,0000001|0000000000000000000000010,2,-127.972,321.255,1,345.806,0,14,10,1,9,8,1,7,0,0,1,1,0,1,0,1,0,0
3600,5,0000001|0000000000000000000000011,4,-45.7616,131.434,1,139.174,5,14,9,9,0,7,7,0,1,0,5,2,5,0,2,0,0,0
3600,6,0000001|0000000000000000000000100,2,173.29,-332.018,1,374.52,2,14,15,1,14,4,1,3,0,0,0,0,0,0,0,0,0,0
3600,7,0000001|0000000000000000000000101,2,60.3002,498.083,1,501.72,1,14,11,1,10,2,0,2,0,0,0,0,0,0,0,0,0,0
3600,8,0000001|0000000000000000000000110,2,321.264,268.561,1,418.731,1,14,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0
3600,9,0000001|0000000000000000000000111,2,-201.182,-363.003,1,415.025,0,14,9,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0
3600,10,0000001|0000000000000000000001000,4,-235.014,-196.458,1,306.313,0,14,10,10,0,6,6,0,3,0,4,4,0,4,0,4,0,0
3600,11,0000001|0000000000000000000001001,4,286.817,-4.68201,1,286.855,2,14,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,12,0000001|0000000000000000000001010,4,-156.345,120.631,1,197.474,4,14,11,11,0,7,7,0,0,0,6,5,6,0,5,0,0,0
3600,13,0000001|0000000000000000000001011,2,-137.28,440.281,1,461.187,0,14,11,1,10,3,0,3,0,2,0,0,0,0,0,0,0,0
3600,14,0000001|0000000000000000000001100,4,212.075,496.261,1,539.677,0,14,14,14,0,5,5,0,0,0,5,4,0,5,0,4,0,0
3600,15,0000001|0000000000000000000001101,4,-9.62559,-488.531,1,488.626,0,14,10,10,0,4,4,0,1,0,3,3,0,3,0,3,0,0
3600,16,0000001|0000000000000000000001110,2,404.599,-172.352,1,439.779,0,14,11,1,10,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,17,0000001|0000000000000000000001111,2,-315.654,384.095,1,497.159,0,14,11,1,10,7,1,6,0,0,0,0,0,0,0,0,0,0
3600,18,0000001|0000000000000000000010000,2,-395.717,231.97,1,458.696,0,14,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0
3600,19,0000001|0000000000000000000010001,4,89.8786,-116.753,1,147.342,4,14,8,8,0,7,7,0,0,0,6,4,6,0,4,0,0,0
3600,20,0000001|0000000000000000000010010,2,312.639,-402.273,1,509.477,0,14,11,1,10,4,0,4,0,2,0,0,0,0,0,0,0,0
3600,21,0000001|0000000000000000000010011,2,-450.251,-283.655,1,532.153,1,14,8,0,8,2,0,2,0,1,0,0,0,0,0,0,0,0
3600,22,0000001|0000000000000000000010100,2,-174.662,27.5551,1,176.823,3,14,11,1,10,11,1,10,0,0,1,1,1,0,1,0,0,0
3600,23,0000001|0000000000000000000010101,2,449.393,235.607,1,507.41,0,14,9,0,9,5,0,5,0,1,0,0,0,0,0,0,0,0
3600,24,0000001|0000000000000000000010110,2,-325.344,-195.612,1,379.622,1,14,10,1,9,7,0,7,0,0,0,0,0,0,0,0,0,0
3600,25,0000001|0000000000000000000010111,2,-42.2926,442.989,1,445.003,0,14,12,1,11,4,0,4,0,2,0,0,0,0,0,0,0,0
3600,26,0000001|0000000000000000000011000,2,-278.027,-399.261,1,486.527,0,14,10,1,9,5,1,4,0,0,1,0,0,1,0,0,0,0
3600,27,0000001|0000000000000000000011001,2,-157.144,-386.747,1,417.454,2,14,11,1,10,7,0,7,0,0,0,0,0,0,0,0,0,0
3600,28,0000001|0000000000000000000011010,4,194.313,-411.455,1,455.031,0,14,14,14,0,3,3,0,1,0,1,1,0,1,0,1,0,0
3600,29,0000001|0000000000000000000011011,4,-336.364,93.8163,1,349.203,0,14,13,13,0,10,10,0,0,0,6,6,0,6,0,6,0,0
3600,30,0000001|0000000000000000000011100,2,175.888,-332.912,1,376.52,1,14,13,1,12,11,1,10,0,0,0,0,0,0,0,0,0,0
3600,31,0000001|0000000000000000000011101,4,-325.267,-296.005,1,439.793,0,14,12,12,0,5,5,0,1,0,2,2,0,2,0,2,0,0
3600,32,0000001|0000000000000000000011110,2,236.575,-468.976,1,525.267,0,14,9,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0
3600,33,0000001|0000000000000000000011111,2,-41.8074,-12.1125,1,43.5295,5,14,10,1,9,10,1,9,0,0,1,1,1,0,1,0,0,0
3600,34,0000001|0000000000000000000100000,2,-162.196,275.193,1,319.436,0,14,8,0,8,5,0,5,0,3,0,0,0,0,0,0,0,0
3600,35,0000001|0000000000000000000100001,2,184.142,-256.168,1,315.485,3,14,13,1,12,4,0,4,1,0,0,0,0,0,0,0,0,0
3600,36,0000001|0000000000000000000100010,2,-271.398,53.2112,1,276.565,1,14,11,1,10,10,1,9,0,0,1,1,0,1,0,1,0,0
3600,37,0000001|0000000000000000000100011,2,-290.275,457.16,1,541.531,0,14,13,1,12,10,1,9,0,0,0,0,0,0,0,0,0,0
3600,38,0000001|0000000000000000000100100,4,35.8639,199.744,1,202.939,4,14,11,11,0,6,6,0,1,0,4,2,4,0,2,0,0,0
3600,39,0000001|0000000000000000000100101,2,-340.735,-53.8723,1,344.968,0,14,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0
3600,40,0000001|0000000000000000000100110,2,-136.225,-33.1736,1,140.207,5,14,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0
3600,41,0000001|0000000000000000000100111,4,482.234,-329.973,1,584.321,0,14,8,8,0,2,2,0,3,0,1,1,0,1,0,1,0,0
3600,42,0000001|0000000000000000000101000,2,-47.513,137.822,1,145.783,5,14,8,0,8,7,0,7,0,0,0,0,0,0,0,0,0,0
3600,43,0000001|0000000000000000000101001,4,-140.918,334.306,1,362.793,1,14,7,7,0,6,6,0,0,0,4,4,0,4,0,4,0,0
3600,44,0000001|0000000000000000000101010,2,286.843,-32.3899,1,288.666,2,14,12,1,11,7,1,6,0,0,0,0,0,0,0,0,0,0
3600,45,0000001|0000000000000000000101011,2,472.366,-82.2672,1,479.477,0,14,10,1,9,4,0,4,0,0,0,0,0,0,0,0,0,0
3600,46,0000001|0000000000000000000101100,2,-170.907,-249.467,1,302.396,2,14,13,1,12,9,1,8,0,0,1,1,0,1,0,1,0,0
3600,47,0000001|0000000000000000000101101,4,-207.34,-160.922,1,262.462,2,14,14,14,0,11,11,0,0,0,9,9,0,9,0,9,0,0
3600,48,0000001|0000000000000000000101110,4,497.998,-25.7286,1,498.663,0,14,8,8,0,4,4,0,1,0,4,4,0,4,0,4,0,0
3600,49,0000001|0000000000000000000101111,4,-460.015,-325.54,1,563.552,0,14,12,12,0,4,4,0,2,0,3,3,0,3,0,3,0,0
